champion,Summoner_name,win,assists,spell1,spell2,totalDamageDealt,goldEarned,champLevel,deaths,firstBloodKill,firstTowerKill,individualPosition,kills,physicalDamageDealt,magicDamageDealt,trueDamageDealt,wardsPlaced,matchId,gameDuration
KSante,MadPrankLey,1,9,SummonerFlash,SummonerTeleport,125938,11328,16,12,1,0,TOP,7,116327,1912,7698,10,EUW1_6203204172,1773
Viego,chenlungkage,1,8,SummonerSmite,SummonerFlash,204505,14234,16,4,0,0,JUNGLE,9,164231,9866,30407,6,EUW1_6203204172,1773
Yasuo,818s,1,2,SummonerFlash,SummonerDot,144598,11916,16,7,0,0,MIDDLE,11,127051,15160,2386,11,EUW1_6203204172,1773
Varus,Silverfork,1,13,SummonerFlash,SummonerExhaust,211375,15847,16,0,0,0,BOTTOM,8,187952,20283,3139,8,EUW1_6203204172,1773
Soraka,D Iron Maiden,1,12,SummonerHeal,SummonerFlash,29012,9077,13,2,0,0,UTILITY,2,3942,25069,0,31,EUW1_6203204172,1773
Yasuo,Lord laclash,0,6,SummonerDot,SummonerFlash,157471,13879,16,9,0,0,TOP,6,133572,12994,10904,12,EUW1_6203170523,1810
Trundle,Malllejjj,0,9,SummonerSmite,SummonerFlash,192366,11908,15,8,0,0,JUNGLE,5,152512,2954,36898,3,EUW1_6203170523,1810
Yone,fiskpinnarreborn,0,9,SummonerFlash,SummonerDot,166774,14338,17,6,0,1,MIDDLE,8,135374,20789,10610,8,EUW1_6203170523,1810
Veigar,Kim Jong Gandih,0,5,SummonerFlash,SummonerExhaust,139473,12340,15,11,1,0,BOTTOM,8,9897,129227,347,5,EUW1_6203170523,1810
Zac,Ale866,0,7,SummonerExhaust,SummonerFlash,59280,10164,13,8,0,0,UTILITY,6,5965,45166,8148,20,EUW1_6203170523,1810
Jax,MoiTarzanToiNoob,1,8,SummonerHaste,SummonerFlash,147364,12842,16,5,0,0,TOP,7,111077,21769,14517,5,EUW1_6203170523,1810
Warwick,Averland,1,10,SummonerSmite,SummonerFlash,211863,15865,17,6,0,0,JUNGLE,14,116069,62013,33780,5,EUW1_6203170523,1810
Tristana,Cpenda,1,8,SummonerBarrier,SummonerFlash,132164,11617,15,9,0,0,MIDDLE,4,99177,24910,8076,7,EUW1_6203170523,1810
Jhin,LamborJhini EUW,1,10,SummonerHeal,SummonerFlash,153722,13320,15,6,0,0,BOTTOM,10,140845,9060,3816,13,EUW1_6203170523,1810
Malphite,FH5FURY,1,14,SummonerFlash,SummonerDot,51681,10360,14,7,0,0,UTILITY,7,9483,39810,2387,31,EUW1_6203170523,1810
Blitzcrank,ErrGeGiu,1,20,SummonerDot,SummonerFlash,20070,7507,11,6,0,0,UTILITY,5,6770,7055,6244,9,EUW1_6190913149,1284
Varus,Kim Jong Gandih,1,17,SummonerFlash,SummonerExhaust,49120,8499,12,7,1,0,MIDDLE,6,30116,19004,0,6,EUW1_6190913149,1284
KogMaw,Zerovskij,1,14,SummonerFlash,SummonerExhaust,78592,10376,12,6,0,0,BOTTOM,11,50663,17858,10069,5,EUW1_6190913149,1284
Nocturne,Amico Mio,1,15,SummonerSmite,SummonerFlash,202563,15008,14,3,0,1,JUNGLE,16,175519,4188,22854,0,EUW1_6190913149,1284
Gnar,Peppe2502,1,11,SummonerTeleport,SummonerFlash,109192,11653,13,4,0,0,TOP,12,99473,7816,1902,2,EUW1_6190913149,1284
Zed,ZAID2006,0,3,SummonerDot,SummonerFlash,45044,9354,12,9,0,0,MIDDLE,10,42370,2100,574,6,EUW1_6190913149,1284
Thresh,Za1D212,0,13,SummonerDot,SummonerFlash,24935,6218,11,10,0,0,UTILITY,2,4242,11149,9544,2,EUW1_6190913149,1284
Shen,XMX DRAGON XMX,0,8,SummonerFlash,SummonerTeleport,37597,6387,11,10,0,0,TOP,4,15647,16739,5210,4,EUW1_6190913149,1284
Kaisa, M MR DaRk M,0,6,SummonerHeal,SummonerFlash,56329,7269,10,10,0,0,BOTTOM,3,39766,8189,8374,6,EUW1_6190913149,1284
Kayn,night furyzh,0,6,SummonerDot,SummonerSmite,106045,9160,12,11,0,0,JUNGLE,6,82717,1223,22104,4,EUW1_6190913149,1284
Udyr,Peppe2502,0,5,SummonerSmite,SummonerHaste,208292,9755,14,5,0,0,JUNGLE,3,128543,32026,47722,1,EUW1_6189595728,1850
Gangplank,Kim Jong Gandih,0,2,SummonerFlash,SummonerTeleport,218914,14875,16,12,0,1,TOP,10,181732,19696,17485,6,EUW1_6189595728,1850
Sylas,Amico Mio,0,6,SummonerDot,SummonerFlash,148199,13342,16,6,1,0,MIDDLE,11,12120,134050,2028,7,EUW1_6189595728,1850
Twitch,Zerovskij,0,3,SummonerFlash,SummonerDot,125015,10557,13,7,0,0,BOTTOM,4,105501,247,19266,11,EUW1_6189595728,1850
Blitzcrank,ErrGeGiu,0,8,SummonerExhaust,SummonerFlash,26022,6949,12,7,0,0,UTILITY,0,8866,11503,5652,22,EUW1_6189595728,1850
Fiora,BANDAGALI,1,11,SummonerTeleport,SummonerDot,153855,13856,17,8,0,0,TOP,11,135748,4174,13933,6,EUW1_6189595728,1850
Graves,ZhooMaker,1,12,SummonerFlash,SummonerSmite,200750,12830,16,5,0,0,JUNGLE,5,161717,3917,35115,1,EUW1_6189595728,1850
Kayle,Ghurab00,1,14,SummonerTeleport,SummonerFlash,158861,14208,16,8,0,0,MIDDLE,11,41435,111540,5885,9,EUW1_6189595728,1850
Samira,Implius,1,11,SummonerFlash,SummonerHeal,99668,12970,15,4,0,0,BOTTOM,10,91430,7691,546,7,EUW1_6189595728,1850
Maokai,Général Chafouin,1,24,SummonerFlash,SummonerExhaust,43543,8536,15,3,0,0,UTILITY,0,5655,31477,6411,16,EUW1_6189595728,1850
Sett,NO GANKS SORRY,0,1,SummonerFlash,SummonerDot,45825,4470,11,5,0,0,TOP,0,37129,0,8696,6,EUW1_6186970768,1165
LeeSin,SpriditisLV,0,4,SummonerSmite,SummonerFlash,52184,5245,8,9,0,0,JUNGLE,2,32592,9377,10213,6,EUW1_6186970768,1165
Kassadin,plsNo yordle pdf,0,2,SummonerTeleport,SummonerFlash,60968,7022,12,3,0,0,MIDDLE,4,10200,50768,0,5,EUW1_6186970768,1165
Jhin,sushiflat,0,4,SummonerFlash,SummonerHeal,56583,7220,9,4,0,0,BOTTOM,6,55946,443,194,7,EUW1_6186970768,1165
Morgana,wfnqw,0,5,SummonerFlash,SummonerExhaust,12763,5655,8,6,0,0,UTILITY,3,1343,11420,0,3,EUW1_6186970768,1165
Sylas,SecretsPrompt,1,1,SummonerTeleport,SummonerFlash,79315,7508,13,0,0,0,TOP,4,10676,64944,3695,6,EUW1_6186970768,1165
Shaco,Kim Jong Gandih,1,4,SummonerDot,SummonerSmite,92070,8672,11,3,0,0,JUNGLE,9,54200,20702,17167,0,EUW1_6186970768,1165
Katarina,Amico Mio,1,2,SummonerDot,SummonerFlash,60425,8009,11,5,1,0,MIDDLE,9,23333,36578,514,5,EUW1_6186970768,1165
Sivir,Peppe2502,1,3,SummonerHeal,SummonerFlash,81178,8569,11,2,0,0,BOTTOM,5,76777,0,4400,4,EUW1_6186970768,1165
Blitzcrank,ErrGeGiu,1,11,SummonerExhaust,SummonerFlash,15243,5490,9,5,0,0,UTILITY,0,5560,3614,6069,10,EUW1_6186970768,1165
Shen,TottiVirtuos,0,14,SummonerDot,SummonerFlash,88771,10732,17,7,0,0,TOP,7,41248,39869,7653,8,EUW1_6185714040,1992
Zac,bensno,0,7,SummonerFlash,SummonerSmite,173590,11971,16,6,0,0,JUNGLE,8,27473,103895,42222,8,EUW1_6185714040,1992
Akshan,nicothm,0,10,SummonerFlash,SummonerBarrier,111442,9567,15,10,0,0,MIDDLE,2,89196,5073,17172,8,EUW1_6185714040,1992
Caitlyn,moonitious,0,10,SummonerFlash,SummonerHeal,208711,17564,17,6,1,0,BOTTOM,16,202538,5510,662,9,EUW1_6185714040,1992
Morgana,Nickiman5000,0,18,SummonerFlash,SummonerDot,56157,9250,14,8,0,0,UTILITY,2,6414,48934,808,25,EUW1_6185714040,1992
Nunu,Peppe2502,1,22,SummonerSmite,SummonerHaste,198272,13280,17,5,0,0,JUNGLE,4,34075,72519,91677,3,EUW1_6185714040,1992
Lillia,Amico Mio,1,16,SummonerTeleport,SummonerFlash,197346,13033,16,11,0,0,TOP,8,13283,132431,51629,7,EUW1_6185714040,1992
Nautilus,ErrGeGiu,1,18,SummonerDot,SummonerFlash,23058,7574,14,10,0,0,UTILITY,0,7878,8348,6830,18,EUW1_6185714040,1992
Qiyana,SecretsPrompt,1,2,SummonerDot,SummonerFlash,170288,14132,15,4,0,0,MIDDLE,12,151452,18426,409,13,EUW1_6185714040,1992
Kaisa,Kim Jong Gandih,1,7,SummonerFlash,SummonerExhaust,184232,15135,15,7,0,0,BOTTOM,13,136317,44616,3298,7,EUW1_6185714040,1992
Kled,DaweedGaming,0,9,SummonerFlash,SummonerDot,115051,13053,15,11,0,0,TOP,6,112613,0,2438,8,EUW1_6185652582,1731
Vi,meau,0,7,SummonerSmite,SummonerFlash,149261,12874,15,12,0,0,JUNGLE,9,114715,238,34308,10,EUW1_6185652582,1731
Seraphine,Mocrius,0,9,SummonerFlash,SummonerTeleport,115199,10621,16,11,0,0,MIDDLE,4,10021,102691,2485,10,EUW1_6185652582,1731
Jhin,Lacada,0,4,SummonerFlash,SummonerHeal,91820,11881,14,11,0,0,BOTTOM,7,83941,7711,168,9,EUW1_6185652582,1731
Zyra,RubyHolmes21,0,9,SummonerFlash,SummonerDot,52117,8327,13,15,1,0,UTILITY,3,2237,48957,923,16,EUW1_6185652582,1731
RekSai,Peppe2502,1,14,SummonerSmite,SummonerFlash,151097,11752,14,7,0,0,JUNGLE,7,116189,0,34908,5,EUW1_6185652582,1731
Quinn,Kim Jong Gandih,1,3,SummonerFlash,SummonerTeleport,165577,18394,17,8,0,0,TOP,25,150346,0,15231,7,EUW1_6185652582,1731
Blitzcrank,ErrGeGiu,1,21,SummonerExhaust,SummonerFlash,24563,9550,13,5,0,0,UTILITY,4,7819,11002,5740,15,EUW1_6185652582,1731
Sylas,SecretsPrompt,1,18,SummonerTeleport,SummonerFlash,115913,10320,16,3,0,0,MIDDLE,4,10458,103353,2100,9,EUW1_6185652582,1731
Twitch,Amico Mio,1,13,SummonerExhaust,SummonerFlash,182832,17405,16,6,0,1,BOTTOM,20,70770,79016,33045,3,EUW1_6185652582,1731
Trundle,TheBoyYT,1,17,SummonerFlash,SummonerSmite,172996,13106,17,9,0,0,JUNGLE,5,128463,2834,41698,13,EUW1_6184208557,2357
Urgot,jhongondar,1,13,SummonerFlash,SummonerTeleport,271068,18105,18,5,0,0,TOP,10,259406,3225,8437,14,EUW1_6184208557,2357
Akali,FRENETIKZZ,1,13,SummonerFlash,SummonerDot,120188,11079,17,7,1,0,MIDDLE,3,20149,93690,6349,10,EUW1_6184208557,2357
Nilah,KikothebossHD,1,7,SummonerBoost,SummonerFlash,323639,23647,18,6,0,0,BOTTOM,22,309879,508,13251,12,EUW1_6184208557,2357
Rakan,Mess2002,1,28,SummonerFlash,SummonerExhaust,31902,10425,17,8,0,0,UTILITY,1,6564,19692,5645,41,EUW1_6184208557,2357
Sylas,SecretsPrompt,0,9,SummonerTeleport,SummonerFlash,177619,15213,18,6,0,0,MIDDLE,10,13268,160165,4186,18,EUW1_6184208557,2357
Diana,Peppe2502,0,14,SummonerSmite,SummonerFlash,351974,16012,18,8,0,0,JUNGLE,6,47020,266252,38700,2,EUW1_6184208557,2357
Quinn,Kim Jong Gandih,0,6,SummonerFlash,SummonerDot,257082,14353,18,12,0,0,TOP,3,232868,0,24213,9,EUW1_6184208557,2357
Kaisa,Amico Mio,0,10,SummonerExhaust,SummonerFlash,241225,17704,17,8,0,1,BOTTOM,14,190789,36348,14087,9,EUW1_6184208557,2357
Sejuani,Zerovskij,0,18,SummonerFlash,SummonerExhaust,96162,11496,16,7,0,0,UTILITY,2,59064,30257,6840,26,EUW1_6184208557,2357
Teemo,Amico Mio,0,14,SummonerDot,SummonerFlash,371585,21594,18,12,0,1,TOP,12,47015,318795,5774,7,EUW1_6184132869,2430
Vi,Peppe2502,0,15,SummonerSmite,SummonerFlash,181350,14626,17,18,1,0,JUNGLE,7,149687,677,30986,5,EUW1_6184132869,2430
Galio,Zerovskij,0,10,SummonerFlash,SummonerDot,106431,10414,16,12,0,0,MIDDLE,4,4618,99063,2749,12,EUW1_6184132869,2430
Tristana,SecretsPrompt,0,15,SummonerHeal,SummonerFlash,238271,20094,18,8,0,0,BOTTOM,12,188103,30955,19211,14,EUW1_6184132869,2430
Pantheon,Kim Jong Gandih,0,20,SummonerFlash,SummonerDot,59559,10487,15,17,0,0,UTILITY,3,49466,2798,7294,16,EUW1_6184132869,2430
Sion,MiguelRamos4,1,14,SummonerFlash,SummonerTeleport,272768,16890,18,8,0,0,TOP,10,180665,72029,20073,9,EUW1_6184132869,2430
Amumu,Hφαιστος,1,32,SummonerSmite,SummonerFlash,276276,15021,18,10,0,0,JUNGLE,5,31667,178833,65774,7,EUW1_6184132869,2430
Lux,SAUDADES MATILDĘ,1,13,SummonerTeleport,SummonerFlash,247785,21431,18,5,0,0,MIDDLE,29,19846,222143,5794,13,EUW1_6184132869,2430
Vayne,Ηατι,1,16,SummonerFlash,SummonerHeal,171216,18640,16,9,0,0,BOTTOM,21,122195,15047,33973,13,EUW1_6184132869,2430
Nami,Aφρoδίτη,1,48,SummonerExhaust,SummonerFlash,37560,12697,18,6,0,0,UTILITY,1,6262,30822,475,24,EUW1_6184132869,2430
Garen,Fedèrico,0,3,SummonerFlash,SummonerDot,101326,9596,15,11,0,0,TOP,3,92741,0,8584,11,EUW1_6184053907,2197
Belveth,c3ryon,0,8,SummonerFlash,SummonerSmite,318514,19950,18,6,0,0,JUNGLE,22,240710,15562,62240,13,EUW1_6184053907,2197
Malzahar,VaBaZuBa,0,15,SummonerTeleport,SummonerFlash,120968,11887,16,7,0,0,MIDDLE,4,10917,109965,86,11,EUW1_6184053907,2197
Lucian,Migdală,0,8,SummonerFlash,SummonerHeal,146617,13272,15,8,0,0,BOTTOM,7,131902,11240,3475,14,EUW1_6184053907,2197
Swain,NRJ 12,0,14,SummonerFlash,SummonerDot,75932,12942,16,15,0,0,UTILITY,9,2936,69925,3069,22,EUW1_6184053907,2197
Gnar,Amico Mio,1,20,SummonerDot,SummonerFlash,234570,18389,18,8,1,0,TOP,10,209397,20069,5103,9,EUW1_6184053907,2197
Rengar,Peppe2502,1,11,SummonerSmite,SummonerFlash,263615,13938,17,8,0,0,JUNGLE,8,195467,32822,35326,8,EUW1_6184053907,2197
Varus,Kim Jong Gandih,1,10,SummonerFlash,SummonerBarrier,164649,17312,17,10,0,0,MIDDLE,18,79049,80041,5558,12,EUW1_6184053907,2197
Ezreal,SecretsPrompt,1,19,SummonerHeal,SummonerFlash,210008,13618,17,9,0,0,BOTTOM,8,157745,33384,18877,9,EUW1_6184053907,2197
Maokai,Zerovskij,1,24,SummonerFlash,SummonerDot,65695,10816,16,10,0,0,UTILITY,3,5144,57874,2676,27,EUW1_6184053907,2197
Darius,MisterioKejias,0,2,SummonerFlash,SummonerHaste,48271,4909,11,8,0,0,TOP,0,43717,0,4553,6,EUW1_6181138025,1245
MasterYi,RombertDreixel,0,5,SummonerSmite,SummonerFlash,78276,6766,9,7,0,0,JUNGLE,2,55938,0,22338,6,EUW1_6181138025,1245
Vladimir,GiselaFritsch,0,3,SummonerFlash,SummonerHaste,45114,6160,11,9,0,0,MIDDLE,2,7282,37832,0,6,EUW1_6181138025,1245
Yasuo,Misterio X,0,2,SummonerFlash,SummonerDot,61978,7770,10,6,0,0,BOTTOM,6,51302,8099,2577,2,EUW1_6181138025,1245
Yone,MisterioZ,0,4,SummonerFlash,SummonerDot,36829,6431,10,8,0,0,UTILITY,4,25834,4143,6851,6,EUW1_6181138025,1245
Sylas,SecretsPrompt,1,11,SummonerTeleport,SummonerFlash,77584,8778,13,1,0,0,TOP,5,8709,66172,2702,6,EUW1_6181138025,1245
Diana,Amico Mio,1,8,SummonerSmite,SummonerFlash,218804,13066,14,1,0,1,JUNGLE,12,32270,160002,26530,3,EUW1_6181138025,1245
TwistedFate,Kim Jong Gandih,1,5,SummonerFlash,SummonerHaste,82918,11019,13,1,0,0,MIDDLE,14,9255,72270,1392,5,EUW1_6181138025,1245
Camille,Peppe2502,1,9,SummonerTeleport,SummonerDot,51285,7989,11,4,0,0,BOTTOM,5,43022,170,8092,3,EUW1_6181138025,1245
Blitzcrank,ErrGeGiu,1,11,SummonerDot,SummonerFlash,14249,5582,10,7,1,0,UTILITY,2,5080,5590,3578,7,EUW1_6181138025,1245
KSante,Peppe2502,0,3,SummonerTeleport,SummonerFlash,121478,8745,14,4,0,1,TOP,1,101879,13325,6272,4,EUW1_6181074554,1704
Xayah,SecretsPrompt,0,3,SummonerHeal,SummonerFlash,88982,8629,12,7,0,0,BOTTOM,3,88715,266,0,12,EUW1_6181074554,1704
Kaisa,Kim Jong Gandih,0,5,SummonerFlash,SummonerDot,160702,13167,16,2,0,0,MIDDLE,6,87347,67101,6252,5,EUW1_6181074554,1704
Warwick,ErrGeGiu,0,4,SummonerSmite,SummonerFlash,108294,9074,11,10,1,0,JUNGLE,5,55423,29541,23328,1,EUW1_6181074554,1704
Rakan,Amico Mio,0,8,SummonerDot,SummonerFlash,33743,7250,12,8,0,0,UTILITY,2,10658,14526,8558,20,EUW1_6181074554,1704
Sejuani,Hainrisch,1,13,SummonerDot,SummonerTeleport,96014,9070,15,4,0,0,TOP,1,80171,6080,9762,6,EUW1_6181074554,1704
Graves,Crazytigerente,1,7,SummonerHaste,SummonerSmite,194371,14004,15,4,0,0,JUNGLE,11,152750,927,40693,20,EUW1_6181074554,1704
Akali,Vision of Light,1,6,SummonerFlash,SummonerDot,81604,9350,14,4,0,0,MIDDLE,6,12537,64953,4113,4,EUW1_6181074554,1704
MissFortune,Urbsander,1,12,SummonerHeal,SummonerFlash,173898,13720,15,4,0,0,BOTTOM,10,155283,3181,15433,9,EUW1_6181074554,1704
Lux,MoarFeedPls,1,20,SummonerExhaust,SummonerFlash,56068,10306,14,1,0,0,UTILITY,3,3235,51588,1244,14,EUW1_6181074554,1704
Sion,Kim Jong Gandih,0,2,SummonerFlash,SummonerTeleport,114684,8931,14,8,0,0,TOP,3,93677,20906,100,4,EUW1_6176797981,1388
Vi,Kapitein Bram,0,6,SummonerSmite,SummonerFlash,129986,8920,11,5,0,0,JUNGLE,3,108528,0,21457,9,EUW1_6176797981,1388
Katarina,speraci,0,3,SummonerTeleport,SummonerDot,85144,8690,12,10,0,0,MIDDLE,4,19201,59089,6854,8,EUW1_6176797981,1388
Xayah,MrRock98,0,4,SummonerFlash,SummonerHeal,74912,8097,11,6,0,0,BOTTOM,5,70824,1483,2605,6,EUW1_6176797981,1388
Nautilus,DIOBR4NDO,0,6,SummonerDot,SummonerFlash,18559,5128,10,12,0,0,UTILITY,1,5514,4868,8176,9,EUW1_6176797981,1388
Gwen,RõflMaõkai,1,4,SummonerTeleport,SummonerDot,116225,8672,13,2,1,0,TOP,5,30722,51947,33555,7,EUW1_6176797981,1388
Belveth,DBOP,1,12,SummonerSmite,SummonerFlash,140513,11460,13,5,0,0,JUNGLE,11,99230,4008,37275,3,EUW1_6176797981,1388
Taliyah,BigTlttyGoddess,1,10,SummonerFlash,SummonerDot,167723,14836,15,1,0,1,MIDDLE,17,9598,156383,1742,8,EUW1_6176797981,1388
Jhin,PouicpouicLeOuf,1,9,SummonerFlash,SummonerHeal,93411,9735,12,3,0,0,BOTTOM,8,85085,6418,1907,4,EUW1_6176797981,1388
Soraka,ILME2,1,20,SummonerDot,SummonerFlash,16150,6768,11,5,0,0,UTILITY,0,2150,13474,526,14,EUW1_6176797981,1388
